Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
27000010,CEIP Aquilino Iglesia Alvariño,Praza do Concello s/n,Abadín,Lugo,27730,982870044,CEIP,43.363883972168,-7.47536468505859,Pública,Non,Si
27000198,CEIP Plurilingüe de Antas de Ulla,Rúa Miguel Ángel Blanco s/n,Antas de Ulla,Lugo,27570,982829210,CEIP,42.7846908569336,-7.89009857177734,Pública,Non,Si
27000319,CEIP Plurilingüe Concepción López Rey,"Rúa Doutor Nogueira, s/n (O Cadavo)",Baleira,Lugo,27130,982870067,CEIP,43.0135459899902,-7.24675464630127,Pública,Non,Si
27000541,CEIP San Miguel de Reinante Barreiros,O Souto s/n,Barreiros,Lugo,27793,982870085,CEIP,43.543140411377,-7.19203758239746,Pública,Non,Si
27000617,CFEA de Becerreá,Paraxe Penamaior s/n,Becerreá,Lugo,27695,982828367,CFEA,42.8631134033203,-7.1864800453186,Pública,Non,Non
27000629,CEIP Plurilingüe San Xoán,Rúa Castelo s/n,Becerreá,Lugo,27640,982828162,CEIP,42.859504699707,-7.16528558731079,Pública,Non,Si
27000897,CEIP Plurilingüe Virxe do Corpiño,Rúa Igrexa,Begonte,Lugo,27373,982870089,CEIP,43.1488418579101,-7.67859601974487,Pública,Non,Si
27001087,CEIP Rosalía de Castro,Casas Novas S/N,Bóveda,Lugo,27340,982870095,CEIP,42.6292839050293,-7.47936344146729,Pública,Non,Si
27001269,ESMU Municipal de Guitiriz,Rúa Ferrol s/n,Guitiriz,Lugo,27300,982370109,ESMU,43.1814575195312,-7.90184783935547,Pública,Non,Non
27001440,CEIP Xosé Luís Taboada,A Barrela,Carballedo,Lugo,27520,982870140,CEIP,42.5364761352539,-7.81153154373169,Pública,Non,Si
27001609,CEIP Ramón Falcón,Avenida Alcalde Emilio Sinde Nieto s/n,Castro de Rei,Lugo,27250,982870170,CEIP,43.2058868408203,-7.39520835876465,Pública,Non,Si
27001816,CEIP Veleiro-Docampo,Avenida da Terra Cha (Castro Ribeiras de Lea),Castro de Rei,Lugo,27260,982828125,CEIP,43.1483497619629,-7.49011182785034,Pública,Non,Si
27002249,CPI Plurilingüe de Castroverde,Rúa dos Nenos s/n,Castroverde,Lugo,27120,982870175,CPI,43.0309104919434,-7.3233757019043,Pública,Non,Si
27002353,CPI de Cervantes,Rúa dos Colexios s/n,Cervantes,Lugo,27664,982828940,CPI,42.8685684204101,-7.0628399848938,Pública,Non,Si
27002584,CEIP Plurilingüe Virxe do Carme,"Rúa das Escolas, s/n (Os Castros)",Burela,Lugo,27880,982870120,CEIP,43.6665687561035,-7.36193418502808,Pública,Non,Si
27002997,CPI Plurilingüe Virxe do Monte,Feira do Monte,Cospeito,Lugo,27377,982870262,CPI,43.2344665527344,-7.55930709838867,Pública,Non,Si
27003126,CEIP Plurilingüe Xoán de Requeixo,Rúa Uxío Novoneyra s/n,Chantada,Lugo,27500,982828138,CEIP,42.6124801635742,-7.77447271347046,Pública,Non,Si
27003151,IES Lama das Quendas,Rúa Uxío Novoneyra,Chantada,Lugo,27500,982870223,IES,42.6125411987305,-7.77578830718994,Pública,Non,Si
27003175,IES Val do Asma,Avenida de Monforte s/n,Chantada,Lugo,27500,982870236,IES,42.607967376709,-7.75765657424927,Pública,Non,Si
27003655,CPI Poeta Uxío Novoneyra,Seoane,Folgoso do Courel,Lugo,27324,982828168,CPI,42.6359176635742,-7.15430974960327,Pública,Non,Si
27003850,CEIP Plurilingüe Santa María,Rúa Enrique Saavedra s/n,A Fonsagrada,Lugo,27100,982828173,CEIP,43.1315002441406,-7.06684827804565,Pública,Non,Si
27004428,CEIP Plurilingüe de Foz nº 1,Rúa Salvador de Madariaga s/n,Foz,Lugo,27780,982870322,CEIP,43.569034576416,-7.25621747970581,Pública,Non,Si
27004453,CPR Plurilingüe Martínez Otero,Rúa Alcalde Maañon 12,Foz,Lugo,27780,982140028,CPR,43.566593170166,-7.25859928131104,Privada,Si,Non
27004465,CPR Plurilingüe Nuestra Señora del Pilar,Rúa Virgen del Pilar 27,Foz,Lugo,27780,982140196,CPR,43.56884765625,-7.2600154876709,Privada,Si,Non
27004519,CEIP Fondo Nois,"Rúa Nois, 2 (Fondo de Nois)",Foz,Lugo,27893,982870331,CEIP,43.6190872192383,-7.32071924209595,Pública,Non,Si
27004635,CPI Dr. López Suárez,Praza de España s/n,Friol,Lugo,27220,982828180,CPI,43.0297317504883,-7.79018640518189,Pública,Non,Si
27005020,CEIP Plurilingüe Lagostelle,"Rúa O Ferrol, s/n (Guitiriz)",Guitiriz,Lugo,27300,982870356,CEIP,43.1814498901367,-7.90180921554565,Pública,Non,Si
27005056,CEIP Plurilingüe Santo Estevo de Parga,Rúa CERRADURA s/n,Guitiriz,Lugo,27305,982870352,CEIP,43.162109375,-7.8412127494812,Pública,Non,Si
27005263,CEIP Plurilingüe de Lousada,Lousada,Guntín,Lugo,27185,982870366,CEIP,42.8960380554199,-7.58979940414429,Pública,Non,Si
27005469,CEIP Ricardo Gasset,"Est. de Foilebar, s/n (A Cruz do Incio)",O Incio,Lugo,27346,982870605,CEIP,42.657470703125,-7.35937356948853,Pública,Non,Si
27005691,CEIP Plurilingüe Pedro Caselles Rollán,Rúa Agramonte 23,Xove,Lugo,27870,982870985,CEIP,43.6857643127441,-7.50444555282593,Pública,Non,Si
27005913,CPI Ramón Piñeiro,"Praza dos Reis, s/n (A Pobra de San Xiao)",Láncara,Lugo,27360,982870370,CPI,42.8637924194336,-7.44365692138672,Pública,Non,Si
27006000,CEIP Juan Rey,Campo do Tremoal s/n,Lourenzá,Lugo,27760,982870383,CEIP,43.4687156677246,-7.29667615890503,Pública,Non,Si
27006048,CEIP Plurilingüe de Nadela,Campo da Feira (Nadela),Lugo,Lugo,27160,982870456,CEIP,-7.50369453399998,42.970897675,Pública,Non,Si
27006164,CEIP Albeiros,Rúa Garaballa de Arriba 9,Lugo,Lugo,27003,982870463,CEIP,43.0302963256836,-7.5634970664978,Pública,Non,Si
27006218,CPR Plurilingüe Cervantes,Camiño DE PIPIN 25,Lugo,Lugo,27004,982218711,CPR,43.0220642089844,-7.56599378585815,Privada,Si,Non
27006231,CPR Plurilingüe Divina Pastora,Praza da Milagrosa 10,Lugo,Lugo,27003,982214957,CPR,43.0193176269531,-7.56491327285767,Privada,Si,Non
27006243,CPR María Auxiliadora,Avenida RAMÓN FERREIRO 30,Lugo,Lugo,27002,982284369,CPR,43.0029144287109,-7.55249977111816,Privada,Si,Non
27006255,CPR Plurilingüe Divino Maestro,Rúa Portugal 45,Lugo,Lugo,27004,982216844,CPR,43.014949798584,-7.56733798980713,Privada,Si,Non
27006279,CPR Fingoi,Avenida Aviacion Española 37,Lugo,Lugo,27002,982221630,CPR,42.9982299804687,-7.55396413803101,Privada,Non,Non
27006280,CPR Plurilingüe Padres Franciscanos,Praza Maior 26,Lugo,Lugo,27001,982227107,CPR,43.0094184875488,-7.55631399154663,Privada,Si,Non
27006292,CEIP As Gándaras,Rúa VIRXE DA SOIDADE s/n,Lugo,Lugo,27003,982870504,CEIP,43.0268707275391,-7.55142021179199,Pública,Non,Si
27006322,CPR Plurilingüe La Inmaculada,Rúa Angel Lopez Perez 2,Lugo,Lugo,27002,982280392,CPR,43.008243560791,-7.55519914627075,Privada,Si,Non
27006334,CEIP das Mercedes,Rúa Camiño de Montiron 28,Lugo,Lugo,27002,982829203,CEIP,43.0025749206543,-7.54846572875977,Pública,Non,Si
27006358,CPR Plurilingüe La Milagrosa,Praza de Ferrol 21,Lugo,Lugo,27001,982242010,CPR,43.0138740539551,-7.55767631530762,Privada,Si,Non
27006371,CEIP Anexa,Avenida Ramon Ferreiro 6,Lugo,Lugo,27002,982870440,CEIP,43.0055809020996,-7.55568599700928,Pública,Non,Si
27006383,CEIP A Ponte,Paseo de Alvaro Cunqueiro,Lugo,Lugo,27004,982828569,CEIP,42.9992141723633,-7.56150341033936,Pública,Non,Si
27006395,CEIP Plurilingüe Benigno Quiroga Ballesteros,Rúa Bolaño Rivadeneira s/n,Lugo,Lugo,27001,982828190,CEIP,43.0133781433105,-7.5586462020874,Pública,Non,Si
27006401,CEIP Sagrado Corazón,Rúa Venancio Senra s/n,Lugo,Lugo,27003,982870467,CEIP,43.0187606811523,-7.54985475540161,Pública,Non,Si
27006425,CPR Seminario Diocesano Sagrado Corazón,Rúa Anxo López Pérez s/n,Lugo,Lugo,27002,982220100,CPR,43.0073547363281,-7.5553092956543,Privada,Non,Non
27006437,CPR Plurilingüe San José,Rúa Santiago 2,Lugo,Lugo,27004,982221501,CPR,43.008373260498,-7.55989742279053,Privada,Si,Non
27006449,CEIP Rosalía de Castro,Rúa Cambria s/n,Lugo,Lugo,27002,982870390,CEIP,43.0041084289551,-7.55228614807129,Pública,Non,Si
27006516,CIFP Politécnico de Lugo,Rúa Armando Duran 3,Lugo,Lugo,27002,982220328,CIFP,43.0048751831055,-7.55835771560669,Pública,Non,Si
27006528,CIFP As Mercedes,Avenida de Madrid 75,Lugo,Lugo,27002,982828001,CIFP,42.9987449645996,-7.54610538482666,Pública,Non,Si
27006531,IES Lucus Augusti,Avenida Rodriguez Mourelo s/n,Lugo,Lugo,27002,982828020,IES,43.0066070556641,-7.55676984786987,Pública,Non,Si
27006541,IES Nosa Sra. dos Ollos Grandes,Avenida Ramón Ferreiro s/n,Lugo,Lugo,27002,982870003,IES,43.0063171386719,-7.55626535415649,Pública,Non,Si
27006553,IES Xoán Montes,Rúa Montevideo,Lugo,Lugo,27001,982870407,IES,43.0120468139648,-7.56190872192383,Pública,Non,Si
27006589,EASD Ramón Falcón,PASEO dos Estudantes s/n,Lugo,Lugo,27002,982220792,EASD,42.9982986450195,-7.54275274276733,Pública,Non,Si
27006735,CEIP Plurilingüe Poeta Avelino Díaz,Rúa Federico González López s/nº,Meira,Lugo,27240,982870535,CEIP,43.2143630981445,-7.29614496231079,Pública,Non,Si
27006954,CEIP Plurilingüe Álvaro Cunqueiro Mora,Avenida Buenos Aires s/n,Mondoñedo,Lugo,27740,982870553,CEIP,43.4310760498047,-7.35890865325928,Pública,Non,Si
27006966,IES Plurilingüe San Rosendo,Avenida As San Lucas 33,Mondoñedo,Lugo,27740,982870539,IES,43.4280662536621,-7.36829614639282,Pública,Non,Si
27007132,ESMU Municipal de Chantada,Praza de Galicia 1,Chantada,Lugo,27500,982440011,ESMU,42.6095504760742,-7.7685227394104,Pública,Non,Non
27007211,CPR Plurilingüe Fundación Educativa Torre de Lemos,Rúa Santo Domingo s/n,Monforte de Lemos,Lugo,27400,982400350,CPR,42.5239105224609,-7.51276016235352,Privada,Si,Non
27007223,CPR Plurilingüe Real Colegio Padres Escolapios,Campo de la Compañia 50,Monforte de Lemos,Lugo,27400,982400450,CPR,42.5184783935547,-7.51641798019409,Privada,Si,Non
27007235,CPR Ferroviario,Rúa A Coruña 14,Monforte de Lemos,Lugo,27400,982400780,CPR,42.5290870666504,-7.5066499710083,Privada,Si,Non
27007247,IES Francisco Daviña Rey,Rúa Doutor Casares 63-67,Monforte de Lemos,Lugo,27400,982828200,IES,42.5250282287598,-7.51197719573975,Pública,Non,Si
27007259,IES Río Cabe,Rúa San Pedro s/n,Monforte de Lemos,Lugo,27400,982828034,IES,42.5262298583984,-7.507896900177,Pública,Non,Si
27007260,CFEA de Monforte de Lemos,Rúa Alfredo Brañas s/n,Monforte de Lemos,Lugo,27400,982889103,CFEA,42.5078010559082,-7.49850177764893,Pública,Non,Non
27007788,CPI Plurilingüe de Navia de Suarna,Rúa Pallarón s/n,Navia de Suarna,Lugo,27650,982870601,CPI,42.966136932373,-7.00299549102783,Pública,Non,Si
27007892,CEIP de Negueira de Muñiz,Negueira s/n,Negueira de Muñiz,Lugo,27113,982108122,CEIP,43.1346206665039,-6.89383554458618,Pública,Non,Si
27007958,CPI Luís Díaz Moreno,Estrada de Aranza s/n,Baralla,Lugo,27680,982870071,CPI,42.8920440673828,-7.2563624382019,Pública,Non,Si
27008148,CEIP das Nogais,Rúa San Andres s/n,As Nogais,Lugo,27677,982870062,CEIP,42.8103561401367,-7.10736799240112,Pública,Non,Si
27008513,CEIP Laverde Ruíz,Estrada Nacional VI,Outeiro de Rei,Lugo,27150,982828931,CEIP,43.1053428649902,-7.61401462554932,Pública,Non,Si
27009050,CEIP Plurilingüe Monte Baliño,Estrada de Escairon s/n,Pantón,Lugo,27430,982828215,CEIP,-7.63423776600001,42.510215759,Pública,Non,Si
27009347,CEIP Plurilingüe San Miguel,Rúa da Veiga 6,Paradela,Lugo,27611,982870631,CEIP,42.7631530761719,-7.56313943862915,Pública,Non,Si
27009463,CEIP de Bretoña,A Igrexa,A Pastoriza,Lugo,27746,982870030,CEIP,43.3401679992676,-7.31469488143921,Pública,Non,Si
27009608,CEIP O Salvador,Pastoriza (O Salvador),A Pastoriza,Lugo,27287,982870025,CEIP,43.3017120361328,-7.34918832778931,Pública,Non,Si
27010064,CEIP Plurilingüe Rosalía de Castro,Avenida Rio Azumara s/n,Pol,Lugo,27270,982870641,CEIP,43.1346244812012,-7.35340166091919,Pública,Non,Si
27010155,CEIP Plurilingüe da Pobra de Brollón,Rúa Outeiro s/n,A Pobra do Brollón,Lugo,27330,982870637,CEIP,42.5496253967285,-7.3942985534668,Pública,Non,Si
27010325,CEIP Plurilingüe da Pontenova,Rúa Escolas s/n,A Pontenova,Lugo,27720,982828880,CEIP,43.3525085449219,-7.19290161132813,Pública,Non,Si
27010520,CEIP Plurilingüe Virxe da Luz,Rúa do Miño s/n,Portomarín,Lugo,27170,982870645,CEIP,42.8085136413574,-7.61431932449341,Pública,Non,Si
27010891,CEIP Plurilingüe Gregorio Sanz,Avenida Luarca 1,Ribadeo,Lugo,27700,982870704,CEIP,43.5352096557617,-7.05205345153809,Pública,Non,Si
27010911,CPR Plurilingüe Sagrado Corazón de Jesús,Rúa Carlos III 4,Ribadeo,Lugo,27700,982128415,CPR,43.5387229919434,-7.04498815536499,Privada,Si,Non
27010921,CFEA Pedro Murias,Vilaframil,Ribadeo,Lugo,27797,982828550,CFEA,43.5466499328613,-7.12055683135986,Pública,Non,Non
27011032,CEIP de San Clodio,"Estrada de San Pedro, s/n (San Clodio)",Ribas de Sil,Lugo,27310,982828219,CEIP,42.4652214050293,-7.28561115264893,Pública,Non,Si
27011287,CEIP de Riotorto,As Rodrigas,Riotorto,Lugo,27744,982870712,CEIP,43.3408546447754,-7.26402807235718,Pública,Non,Si
27011615,Cen. Pub. Mestre José Rábade Arias,Avenida de Portugal s/n,Rábade,Lugo,27370,982828584,Cen. Pub.,43.1276969909668,-7.64301300048828,Pública,Non,Non
27011639,CEIP Otero Pedrayo,Rúa Rosalia de Castro s/n,Rábade,Lugo,27370,982870661,CEIP,43.122688293457,-7.63176679611206,Pública,Non,Si
27011718,CPR Belarmino Fernández Iglesias,Lugar Pazo de Ribas 66,Sober,Lugo,27466,982460469,CPR,-7.61822175999998,42.463989258,Privada,Si,Non
27011743,CEIP Plurilingüe Antonio Fernández López,Oural,Sarria,Lugo,27392,982870832,CEIP,42.6972618103027,-7.43448257446289,Pública,Non,Si
27011767,CEMU Profesional  Cantiga,Avenida da Merced 58,Sarria,Lugo,27600,630773232,CEMU,42.7784423828125,-7.42056751251221,Privada,Non,Non
27011974,CPR Plurilingüe Ntra. Sra. de la Asunción,Rúa DA ASUNCION 34,Sarria,Lugo,27600,982531981,CPR,42.7832336425781,-7.41132974624634,Privada,Si,Non
27011998,CPR Plurilingüe La Merced,Avenida da Merce 58,Sarria,Lugo,27600,982532357,CPR,-7.420923233,42.778553009,Privada,Si,Non
27012012,CEIP Frei Luís de Granada,Praza de Galicia,Sarria,Lugo,27600,982870838,CEIP,42.7748527526855,-7.40790462493897,Pública,Non,Si
27012024,EFOG de Sarria,Praza da Galicia s/n,Sarria,Lugo,27600,-,EFOG,42.7747802734375,-7.40793943405151,Pública,Non,Non
27012036,IES Gregorio Fernández,Rúa Castelao s/n,Sarria,Lugo,27600,982870790,IES,42.7719535827637,-7.40750360488892,Pública,Non,Si
27012048,IES Xograr Afonso Gómez de Sarria,"Rúa Ánxel Fole, s/n (Zona escolar)",Sarria,Lugo,27600,982870801,IES,42.7734832763672,-7.40762519836426,Pública,Non,Si
27012450,CPI Plurilingüe Dr. López Suárez,"Rúa Rosalia de Castro, s/n (Escairón)",O Saviñao,Lugo,27540,982828224,CPI,42.5871620178223,-7.63797664642334,Pública,Non,Si
27012474,CEIP Plurilingüe Virxe do Carme,"Camiño do Pazo, s/n (Sober)",Sober,Lugo,27460,982870841,CEIP,42.4616813659668,-7.5822958946228,Pública,Non,Si
27012504,CPI San Tomé do Carballo,Rúa do Conde s/n,Taboada,Lugo,27550,982870851,CPI,42.7211723327637,-7.76062870025635,Pública,Non,Si
